Datetime,P_mm_per_h,PET_mm_per_h,T_C
2020-01-05 01:00:00,0.0,0.007754207410138027,-5.34355118151498
2020-01-05 02:00:00,0.0,0.0,-4.5496697256515874
2020-01-05 03:00:00,0.0,0.0,-6.599419754121698
2020-01-05 04:00:00,0.0,0.0161982087205744,-4.528361112814503
2020-01-05 05:00:00,0.0,0.0,-0.90064028998715
2020-01-05 06:00:00,0.0,0.03283949217257941,-1.9544849015235815
2020-01-05 07:00:00,0.0,0.007387601669273613,-2.2354753372345515
2020-01-05 08:00:00,0.0,0.05804667099676558,0.2654107595865308
2020-01-05 09:00:00,0.0,0.08122813358236525,-0.061454778006724
2020-01-05 10:00:00,0.0,0.09233605322751824,1.4344277067633064
2020-01-05 11:00:00,0.0,0.17310967741650388,0.6036427917856398
2020-01-05 12:00:00,0.0,0.11291447679824644,2.955396043277017
2020-01-05 13:00:00,0.0,0.1264296133769668,1.1426956340095116
2020-01-05 14:00:00,0.0,0.08365524964377144,0.9964882029078636
2020-01-05 15:00:00,0.0,0.06616878937962317,-1.6501356074121525
2020-01-05 16:00:00,0.0,0.03450000337425501,-1.3980842649565104
2020-01-05 17:00:00,0.0,0.055683493800432936,-0.12475413099499644
2020-01-05 18:00:00,0.0,0.0,-2.7974377518442277
2020-01-05 19:00:00,0.0,0.0,-1.7750609942897695
2020-01-05 20:00:00,0.0,0.005691916669140709,-5.190312948287161
2020-01-05 21:00:00,0.0,0.00809388440207163,-4.194042469928121
2020-01-05 22:00:00,0.0,0.0,-3.6963290905582844
2020-01-05 23:00:00,0.22567194916459213,0.0,-4.759754363401943
2020-01-06 00:00:00,0.6770158474937763,0.0,-5.320341331750326
2020-01-06 01:00:00,0.22567194916459213,0.020957980036427074,-3.9468173079017994
2020-01-06 02:00:00,0.0,0.0,-2.744078692404262
2020-01-06 03:00:00,0.0,0.0,-3.578310714469268
2020-01-06 04:00:00,0.0,0.013088927156376558,-1.8660077704236755
2020-01-06 05:00:00,0.0,0.008943999783754574,-1.714224163003694
2020-01-06 06:00:00,0.0,0.001312738069915436,-2.487549528310658
2020-01-06 07:00:00,0.0,0.005190410137820997,-0.8891212771031685
2020-01-06 08:00:00,0.0,0.049074908401510096,1.0709537120571033
2020-01-06 09:00:00,0.0,0.12513463755382845,-1.0103005140336545
2020-01-06 10:00:00,0.0,0.14193492937068378,-0.491643744577565
2020-01-06 11:00:00,0.0,0.12401484590123762,0.3951697154846072
2020-01-06 12:00:00,0.0,0.15925371895727458,-1.264588095464653
2020-01-06 13:00:00,0.0,0.14498098750358657,0.7985362266412104
2020-01-06 14:00:00,0.0,0.12426719786639887,1.4403941070807644
2020-01-06 15:00:00,0.0,0.08386852933496278,0.2636820893070048
2020-01-06 16:00:00,0.07689543099644051,0.03213759250173597,-2.0409377464426193
2020-01-06 17:00:00,0.2306862929893215,0.03271517798904899,-3.407909931542631
2020-01-06 18:00:00,0.07689543099644051,0.0,-1.7138353237857835
2020-01-06 19:00:00,0.0,0.011881915525932119,-2.0069365110874546
2020-01-06 20:00:00,0.0,0.012586579388986514,-2.25241561908198
2020-01-06 21:00:00,0.0,0.0,-4.329726383070162
2020-01-06 22:00:00,0.0,0.0,-6.289424218628842
2020-01-06 23:00:00,0.267133558360362,0.0,-4.638159919003638
2020-01-07 00:00:00,0.801400675081086,0.017549340337499754,-5.804017978486526
2020-01-07 01:00:00,0.267133558360362,0.04901178972593817,-6.561655580465773
2020-01-07 02:00:00,0.0,0.0,-3.340632922324919
2020-01-07 03:00:00,0.0,0.0,-5.802072087892794
2020-01-07 04:00:00,0.0,0.03192856806817443,-2.5039114861365137
2020-01-07 05:00:00,0.0,0.0,-3.7793060480753446
2020-01-07 06:00:00,0.0,0.018050266412551873,-1.5310043839778957
2020-01-07 07:00:00,0.0,0.054191055921827457,-0.49842839428502894
2020-01-07 08:00:00,0.0,0.06691662079918756,0.26178782415650614
2020-01-07 09:00:00,0.0,0.08471873479724631,-0.3311595466035925
2020-01-07 10:00:00,0.0,0.08495092185830624,1.4131157258438902
2020-01-07 11:00:00,0.0,0.16423068022299486,-0.7801346758596566
2020-01-07 12:00:00,0.0,0.1253934454983023,-1.0102380496020325
2020-01-07 13:00:00,0.0,0.15944621781314772,-0.04744458832101062
2020-01-07 14:00:00,0.0,0.13098300479342165,1.270645214259655
2020-01-07 15:00:00,0.0,0.10357817385965608,0.5821720151521554
2020-01-07 16:00:00,0.6021750494742639,0.07909701433235075,-0.1482846062788648
2020-01-07 17:00:00,1.8065251484227915,0.029245194333239556,-0.806581909422067
2020-01-07 18:00:00,0.6021750494742639,0.02053908704204138,-2.9388591169572056
2020-01-07 19:00:00,0.2548405709929657,0.0,-2.0880604812117856
2020-01-07 20:00:00,0.7645217129788971,0.0,-4.456002478903706
2020-01-07 21:00:00,0.2548405709929657,0.013791408362070483,-5.416991268625482
2020-01-07 22:00:00,0.0,0.0,-4.282851468536349
2020-01-07 23:00:00,0.0,0.04688881317312282,-5.682998025124229
2020-01-08 00:00:00,0.0,0.0,-6.372712668584082
2020-01-08 01:00:00,0.463270704944733,0.05066042067272184,-5.011262986403847
2020-01-08 02:00:00,1.3898121148341989,0.02659662172224879,-3.9435443871954043
2020-01-08 03:00:00,0.463270704944733,0.0,-4.333132458217164
2020-01-08 04:00:00,0.0,0.0,-4.384044376243744
2020-01-08 05:00:00,0.0,0.005740135992498495,-2.731362553521762
2020-01-08 06:00:00,0.9178804306769219,0.0,-0.6185197059526886
2020-01-08 07:00:00,2.753641292030766,0.04681148137983951,-2.0200461260556977
2020-01-08 08:00:00,0.9178804306769219,0.06662706975302266,-0.029082941577286803
2020-01-08 09:00:00,0.0,0.0761317290103369,-0.5759195647910305
2020-01-08 10:00:00,0.0,0.1181886392845487,0.35462352920037
2020-01-08 11:00:00,0.0,0.1256498593078308,1.6364546187411784
2020-01-08 12:00:00,0.0,0.15976546998342764,0.7340621211902243
2020-01-08 13:00:00,0.0,0.12613615003512532,1.3502679054633393
2020-01-08 14:00:00,0.0,0.1306513579771854,0.6452179149336532
2020-01-08 15:00:00,0.0,0.09507987110597674,0.26786220075477885
2020-01-08 16:00:00,0.0,0.06392014491946571,0.18871006544301028
2020-01-08 17:00:00,0.0,0.029249571632432254,0.42470822668020825
2020-01-08 18:00:00,0.0,0.00829130152036829,-3.277601193799467
2020-01-08 19:00:00,0.0,0.0,-3.5647283709319577
2020-01-08 20:00:00,0.0,1.4912119128723227e-05,-3.0595912485294328
2020-01-08 21:00:00,0.0,0.023799119546318494,-0.9410699174228903
2020-01-08 22:00:00,0.0,0.015730820764264467,-3.8463054368371212
2020-01-08 23:00:00,0.0,0.009588300588473056,-2.981257194124618
2020-01-09 00:00:00,0.0,0.004444052019290591,-6.26704240695315
2020-01-09 01:00:00,0.0,0.0,-4.969793318870548
2020-01-09 02:00:00,0.0,0.0,-2.610330535296482
2020-01-09 03:00:00,0.0,0.015640706946435684,-2.338473090972319
2020-01-09 04:00:00,0.0,0.0,-3.2685569412856506
2020-01-09 05:00:00,0.0,0.011234138464867753,-2.380110987427867
2020-01-09 06:00:00,0.0,0.013095132886693195,-1.5455159606101414
2020-01-09 07:00:00,0.0,0.042693952690308797,-0.027246215685580166
2020-01-09 08:00:00,0.5126130870102745,0.0362865845211788,0.3723538602625409
2020-01-09 09:00:00,1.5378392610308236,0.0972498509590396,0.5758705754347021
2020-01-09 10:00:00,0.5126130870102745,0.1019318411824556,1.789352893181361
2020-01-09 11:00:00,0.0,0.13339920389766413,4.28207017730362
2020-01-09 12:00:00,0.0,0.12495392387265966,0.21653236948600663
2020-01-09 13:00:00,0.0,0.13960572188806983,0.542424737583221
2020-01-09 14:00:00,0.0,0.14262068405834433,0.2472834866267234
2020-01-09 15:00:00,0.0,0.09602672848638535,0.26302683517974346
2020-01-09 16:00:00,0.0,0.0668685174711108,-0.8186014848745945
2020-01-09 17:00:00,1.175205776651684,0.054222175121733385,-3.2959337498861196
2020-01-09 18:00:00,3.5256173299550513,0.026771751964028673,-1.3264282432237064
2020-01-09 19:00:00,1.175205776651684,0.0213318246095578,-3.262426696033444
2020-01-09 20:00:00,0.0,0.016691751219944203,-5.134118651613612
2020-01-09 21:00:00,0.0,0.0,-5.247917694873509
2020-01-09 22:00:00,0.0,0.0,-5.633718385052512
2020-01-09 23:00:00,0.0,0.0,-6.1109331009539485
2020-01-10 00:00:00,0.0,0.010290791969861275,-5.270405808829828
2020-01-10 01:00:00,0.0,0.010480431525820214,-3.5344862454127797
2020-01-10 02:00:00,0.0,0.0,-4.045415225295342
2020-01-10 03:00:00,0.0,0.022627949699751602,-4.330508142260342
2020-01-10 04:00:00,0.0,0.0,-1.7992781404996925
2020-01-10 05:00:00,0.0,0.013052122592920268,-3.1828700076171805
2020-01-10 06:00:00,0.0,0.0,-2.2897296365926416
2020-01-10 07:00:00,0.0,0.035217391567297744,-1.8833359917120749
2020-01-10 08:00:00,0.0,0.028337877588520098,-0.5384534428125651
2020-01-10 09:00:00,0.0,0.10101041120836243,0.8720632895255249
2020-01-10 10:00:00,0.0,0.12031903671049834,-0.7461207917589285
2020-01-10 11:00:00,0.0,0.1281536418081676,0.3312181891167434
2020-01-10 12:00:00,0.0,0.14852148048557431,3.380980604136184
2020-01-10 13:00:00,0.0,0.15709998339245793,0.03841192157744011
2020-01-10 14:00:00,0.0,0.09439648570364158,1.0955921804668318
2020-01-10 15:00:00,0.0,0.09131206738161633,0.12273789778604768
2020-01-10 16:00:00,0.0,0.04460876210205325,-0.3207748909172115
2020-01-10 17:00:00,0.0,0.033394312806467846,-1.2602017609319645
2020-01-10 18:00:00,0.0,0.005210341197986821,-2.4989607361182444
2020-01-10 19:00:00,0.0,0.006220523024628849,-2.4062627985490086
2020-01-10 20:00:00,0.0,0.002916685225161659,-3.1559870819680738
2020-01-10 21:00:00,0.8100419439778735,0.0,-3.013100868605088
2020-01-10 22:00:00,2.4301258319336205,0.0,-1.9801309187227827
2020-01-10 23:00:00,0.8100419439778735,0.03712790067090331,-5.026463741859498
2020-01-11 00:00:00,1.3317072614025702,0.0,-3.176767249612743
2020-01-11 01:00:00,3.99512178420771,0.0,-3.020063017049279
2020-01-11 02:00:00,1.3317072614025702,0.028372729126155287,-4.126923663617698
2020-01-11 03:00:00,0.0,0.0,-5.0377557485242
2020-01-11 04:00:00,0.0,0.0,-3.1017208761789368
2020-01-11 05:00:00,0.0,0.004500025734820565,-4.048958310449474
2020-01-11 06:00:00,0.0,0.0,-1.94381651917291
2020-01-11 07:00:00,0.0,0.019229354362436495,-1.8218402692930595
2020-01-11 08:00:00,0.0,0.08270406714650054,0.49589718410813344
2020-01-11 09:00:00,0.0,0.132419291537562,0.5027492759367118
2020-01-11 10:00:00,0.0,0.1124553688171086,-1.1643073831363873
2020-01-11 11:00:00,0.04330371063862872,0.14264588440053777,1.5841716405312583
2020-01-11 12:00:00,0.12991113191588616,0.10230511424974255,2.1443309005271596
2020-01-11 13:00:00,0.04330371063862872,0.13900605219769888,-0.9492661137724872
2020-01-11 14:00:00,0.0,0.11086139056618372,1.6603764697208814
2020-01-11 15:00:00,0.0,0.08359043737294793,-1.8662347590364834
2020-01-11 16:00:00,0.08546024047029407,0.047169153474390366,-0.9160819703995101
2020-01-11 17:00:00,0.2563807214108822,0.03130676536821626,-1.0877775737953972
2020-01-11 18:00:00,0.08546024047029407,0.0,-1.5922491779830588
2020-01-11 19:00:00,0.0,0.0035348154233794233,-2.6907582536520516
2020-01-11 20:00:00,0.0,0.010505905741312,-1.9783242940644863
2020-01-11 21:00:00,0.0,0.0,-3.0664866839659997
2020-01-11 22:00:00,0.0,0.013502880675347207,-4.255376063415641
2020-01-11 23:00:00,0.0,0.0,-4.09648776181141
2020-01-12 00:00:00,0.0,0.004268001604332923,-5.823415681643839
2020-01-12 01:00:00,0.0,0.0063441865001111035,-4.678399927542887
2020-01-12 02:00:00,0.0,0.0,-4.670212158826069
2020-01-12 03:00:00,0.0,0.0,-2.4431395733507397
2020-01-12 04:00:00,0.0,0.013751272790322218,-3.471757826517122
2020-01-12 05:00:00,0.0,0.0,-1.8204824372768196
2020-01-12 06:00:00,0.0,0.02381152901873202,-2.1389102915967313
2020-01-12 07:00:00,0.0,0.04475442548420672,-2.304835885757114
2020-01-12 08:00:00,0.8715063265415675,0.06878573936430624,0.2785299588138439
2020-01-12 09:00:00,2.614518979624702,0.06942244590521196,0.9108414272809054
2020-01-12 10:00:00,1.3134183344592467,0.07364337934383225,0.5938394461134227
2020-01-12 11:00:00,1.9197092267877134,0.1286814289852235,-1.3899154917670082
2020-01-12 12:00:00,2.223831617021706,0.13111744777848258,0.28050027975359215
2020-01-12 13:00:00,0.5939732030346756,0.14995952574230112,2.460469655351338
2020-01-12 14:00:00,0.0,0.13304577365517947,1.648010110490242
2020-01-12 15:00:00,0.0,0.08649991015675533,1.1293575324811895
2020-01-12 16:00:00,0.0,0.04366284360400316,0.36866801280497064
2020-01-12 17:00:00,0.0,0.020267160094198343,-0.8602678152644354
2020-01-12 18:00:00,0.0,0.031175187965767934,-1.54749982061272
2020-01-12 19:00:00,0.0,0.0,-1.2209869302714227
2020-01-12 20:00:00,0.0,0.0,-4.19354588425838
2020-01-12 21:00:00,0.10755538855224123,0.0,-2.5612598154888078
2020-01-12 22:00:00,0.3226661656567237,0.013032790761966983,-3.7774455481819023
2020-01-12 23:00:00,0.25789685139516494,0.0,-5.711452316005786
2020-01-13 00:00:00,0.451024388528771,0.015025229186799858,-4.472323609436708
2020-01-13 01:00:00,0.1503414628429237,0.004305152981269738,-4.073933207543041
2020-01-13 02:00:00,0.0,0.016749781652490053,-4.352711791091869
2020-01-13 03:00:00,0.0,0.0,-4.4517918350064525
2020-01-13 04:00:00,0.0,0.0,-4.51045440219586
2020-01-13 05:00:00,0.0,0.017042295437359373,-3.521641422024234
2020-01-13 06:00:00,0.0,0.003118774542971968,-2.07091730366014
2020-01-13 07:00:00,0.0,0.06041023271049044,-1.8008258490013138
2020-01-13 08:00:00,0.0,0.06737632144850857,0.9005368413881745
2020-01-13 09:00:00,0.0,0.0708858108293921,0.6103969381159753
2020-01-13 10:00:00,0.0,0.11367463919015865,-0.7358093304906501
2020-01-13 11:00:00,0.0,0.09276384024245521,1.7145777554872481
2020-01-13 12:00:00,0.0,0.13652172271663415,1.6588589711191928
2020-01-13 13:00:00,0.0,0.08086376517419361,1.3406595655904447
2020-01-13 14:00:00,0.0,0.13671105752970558,1.3359234561688647
2020-01-13 15:00:00,0.0,0.11155773078046814,1.2025582100608876
2020-01-13 16:00:00,0.0,0.07079157450300437,0.535481285164504
2020-01-13 17:00:00,0.2890170196367346,0.025409352657931344,0.0326238597426316
2020-01-13 18:00:00,0.8670510589102037,0.0,-0.8506035003227471
2020-01-13 19:00:00,0.2890170196367346,0.00025851778421071074,-1.7427988571508592
2020-01-13 20:00:00,0.0,0.0,-2.6774811419596665
2020-01-13 21:00:00,0.0,0.0,-4.170360959689064
2020-01-13 22:00:00,0.0,0.0,-3.929941898954148
2020-01-13 23:00:00,0.0,0.0,-4.26564119940142
2020-01-14 00:00:00,0.0,0.010487941239907903,-6.144042102365339
2020-01-14 01:00:00,0.0,0.0,-5.547127308266687
2020-01-14 02:00:00,0.0,0.030420022075320463,-5.719588363808541
2020-01-14 03:00:00,0.0,0.0,-4.518685573619142
2020-01-14 04:00:00,0.0,0.0,-2.3765134981917613
2020-01-14 05:00:00,0.0,0.0,-2.1415967968144325
2020-01-14 06:00:00,0.0,0.011313583147272278,-2.462511027915096
2020-01-14 07:00:00,0.0,0.04308003461723681,-0.9068993475207429
2020-01-14 08:00:00,0.0,0.0762669910949382,-0.17905680679500932
2020-01-14 09:00:00,0.0,0.09939658905246193,0.04094770717272911
2020-01-14 10:00:00,0.0,0.09283392227463742,0.14369928188128156
2020-01-14 11:00:00,0.0,0.14252952378361536,1.0632609919481288
2020-01-14 12:00:00,0.0,0.11585394736514416,1.9019955753080615
2020-01-14 13:00:00,0.0,0.15523553329738915,1.296854849947564
2020-01-14 14:00:00,0.0,0.09891044859564746,1.532221843958312
2020-01-14 15:00:00,0.0,0.05086223112187143,2.092315560216192
2020-01-14 16:00:00,0.0,0.07500580664990292,0.7131922290034818
2020-01-14 17:00:00,0.441372362406148,0.008080052118659403,0.10677256094510246
2020-01-14 18:00:00,1.324117087218444,0.0,-2.2794434074472334
2020-01-14 19:00:00,0.441372362406148,0.0001648370482165886,-0.7764438016133635
2020-01-14 20:00:00,0.0,0.0,-3.11264611055997
2020-01-14 21:00:00,0.0,0.011075882434735009,-3.4549907368527593
2020-01-14 22:00:00,0.0,0.009379017044981921,-6.6104965753289555
2020-01-14 23:00:00,0.0,0.0011364252405030848,-5.2180309243154825
2020-01-15 00:00:00,0.0,0.0,-4.4139027332720095
2020-01-15 01:00:00,0.0,0.0,-5.369005697576677
2020-01-15 02:00:00,0.0,0.0,-4.597580032889548
2020-01-15 03:00:00,0.0,0.0,-4.277422026950791
2020-01-15 04:00:00,0.0,0.0,-1.5807191405019596
2020-01-15 05:00:00,0.0,0.009414360902308537,-2.8450779709011034
2020-01-15 06:00:00,0.0,0.0,-2.5575491528470833
2020-01-15 07:00:00,0.019902733247835914,0.0,-0.4242121650656273
2020-01-15 08:00:00,0.05970819974350774,0.07646199808774712,-0.9761641782972518
2020-01-15 09:00:00,0.019902733247835914,0.08967475848341692,1.5998911647868854
2020-01-15 10:00:00,0.0,0.14652079633906923,-0.004039311845464466
2020-01-15 11:00:00,0.0,0.11645318173371658,1.5543824927824679
2020-01-15 12:00:00,0.0,0.1657093448582761,0.5954473522393199
2020-01-15 13:00:00,0.0,0.13108152492596578,1.4638792646316785
2020-01-15 14:00:00,0.0,0.12538154718112623,1.9015662895321226
2020-01-15 15:00:00,0.0,0.09669933751788712,0.06187906929518383
2020-01-15 16:00:00,0.0,0.040705109681630894,1.378980595197319
2020-01-15 17:00:00,0.0,0.04324224705559336,0.6997775429310102
2020-01-15 18:00:00,0.0,0.0,-1.673310858534198
2020-01-15 19:00:00,0.0,0.021076527789745066,-2.077358329252816
2020-01-15 20:00:00,0.0,0.0044888271717035575,-3.8620048034432006
2020-01-15 21:00:00,0.0,0.029088583352668864,-1.8687860120576154
2020-01-15 22:00:00,0.0,0.004454850605988482,-2.2699051760031774
2020-01-15 23:00:00,0.0,0.0,-3.7764319847826195
2020-01-16 00:00:00,0.0,0.0,-3.060141035336878
2020-01-16 01:00:00,0.0,0.0,-4.119772426008353
2020-01-16 02:00:00,0.0,0.029261761787609485,-4.433335040833757
2020-01-16 03:00:00,0.0,0.0007419912189744665,-2.504227117245917
2020-01-16 04:00:00,0.0,0.005144960261905447,-4.781619029480712
2020-01-16 05:00:00,0.0,0.0,-2.986552010494566
2020-01-16 06:00:00,0.0,0.02811720982053418,-1.5869279634321478
2020-01-16 07:00:00,0.0,0.025833098955497368,-2.7390327629346047
2020-01-16 08:00:00,0.0,0.04370577914286969,0.6819415780842334
2020-01-16 09:00:00,0.0,0.06071931317065118,1.3131421719337437
2020-01-16 10:00:00,0.0,0.13906975337559166,0.8227112529704528
2020-01-16 11:00:00,0.0,0.1371024120809338,1.2350558577678954
2020-01-16 12:00:00,0.0,0.17310564247483506,0.7322261971714927
2020-01-16 13:00:00,0.0,0.15986234319692588,1.3770145691906261
2020-01-16 14:00:00,0.0,0.14518484953116553,0.5910986347917897
2020-01-16 15:00:00,0.0,0.09122810448181645,1.3216734518047586
2020-01-16 16:00:00,0.0,0.07199957124245741,-0.23045685633026572
2020-01-16 17:00:00,0.0,0.05945506200870921,0.1347286632949558
2020-01-16 18:00:00,0.0,0.0,-4.174291665586582
2020-01-16 19:00:00,0.12428117676827483,0.0,-3.5544401716893748
2020-01-16 20:00:00,0.3728435303048244,0.0,-3.1947245289597292
2020-01-16 21:00:00,0.12428117676827483,0.0,-0.6207244609660103
2020-01-16 22:00:00,0.0,0.024943746061990645,-5.467517179804762
2020-01-16 23:00:00,0.0,0.0,-2.274576515209032
2020-01-17 00:00:00,0.0,0.005316043554057305,-4.024052109287477
2020-01-17 01:00:00,0.0,0.0,-3.036453265112485
2020-01-17 02:00:00,0.0,0.0,-4.60994931513648
2020-01-17 03:00:00,0.2861489465088979,0.0,-3.1132235746075345
2020-01-17 04:00:00,0.8584468395266935,0.0,-2.877013050771885
2020-01-17 05:00:00,0.2861489465088979,0.0,-2.7900616255810506
2020-01-17 06:00:00,0.0,0.0,-1.897002237324048
2020-01-17 07:00:00,0.0,0.06271377118219013,-0.6859610671967986
2020-01-17 08:00:00,0.0,0.07370151069253666,0.5454697255431252
2020-01-17 09:00:00,0.0,0.1148293665933736,1.0900423608473766
2020-01-17 10:00:00,0.0,0.14212902975607936,0.2279391407614494
2020-01-17 11:00:00,0.0,0.15204099097828977,1.7982001872606752
2020-01-17 12:00:00,0.06628389922409204,0.1456154282190286,1.4060769158067563
2020-01-17 13:00:00,0.19885169767227615,0.13087714290849686,-0.33042181742771404
2020-01-17 14:00:00,0.06628389922409204,0.15212899760715298,2.573043703558976
